id,name,brief,desc
9121,Calme-toi,Émoji,Émoji de Scythe - Calme-toi
4102017,Boîte de Fille Ange/Démon (Le Périple de Lavli-S5),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4101018,Boîte de Fille (Le Périple de Lavli-S5),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4302006,Boîte de Skin (Le Périple de Lavli-S5),Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
221,Autocollant,Pièce Normale de la Reconstitution du Livre,À utiliser pour échanger des objets dans Bibliothèque d'Échange. Les Autocollants obtenus dans la période actuelle seront décomptés à la fin de cette période.
222,Feuille de Cristal,Pièce Avancée de la Reconstitution du Livre,À utiliser pour échanger des objets dans Bibliothèque d'Échange. Les Feuilles de Cristal obtenues seront conservées après la fin de cette période afin de les échanger contre des objets à la période suivante.
223,Page,EXP de Reconstitution du Livre,À utiliser pour améliorer le Niveau dans Reconstitution du Livre
1129999,Sac Secret,Meuble,Sac rempli des secrets de Capsula
4302007,Boîte de Skin ( Pack d'Œufs-2021),Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
7163,Kimono Céleste,Skin,Skin de Silvia - Kimono Céleste
27163,Kimono Céleste,Skin,Skin de Silvia - Kimono Céleste
8053,Belle Récréation,Cadre d'Avatar,1ère période de la Reconstitution du Livre
930201,Fragments d'Estelle 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
53015,Estelle,,
653022,Estelle,,
753015,Estelle,,
20001057,Avatar d'Estelle,Avatar Spécial,"Avatar Exclusif d'Estelle, obtenable dans l'événement Avis d'admission"
224,Boîte de compensation de Pâques,Boîte Spéciale,Boîte de compensation dû à l'échec d'achat durant l'Événement Œuf Surprise de Pâques
225,Poussière Magique,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Projet Feu d'Artifice"
226,Lapin d'Artifice,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Projet Feu d'Artifice"
7164,Session Privée,Skin,Skin d'Uriel - Session Privée
27164,Session Privée,Skin,Skin d'Uriel - Session Privée
227,Coffre de Matériel (Compétence Élite),Coffre de Matériel,À utiliser pour obtenir Document Préparatoire *8K et Document Préparatoire Avancé *2.5K
4204001,Boîte de Ressources de Serviteur,Boîte à choix,"Boîte précieuse de Ressources de Serviteur, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Biscuit de Serviteur*12K, Biscuit Spiritueux *1,5K, Cristal du Serviteur *600"
4403011,Boîte d'Antiquité Orange Exclusive (Fantôme),Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange Exclusive. (Touchez la loupe pour savoir plus)
4403012,Boîte d'Antiquité Orange Exclusive (Humain),Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange Exclusive. (Touchez la loupe pour savoir plus)
4403013,Boîte d'Antiquité Orange Exclusive (Monstre),Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange Exclusive. (Touchez la loupe pour savoir plus)
4403014,Boîte d'Antiquité Orange Exclusive (Fée),Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange Exclusive. (Touchez la loupe pour savoir plus)
4403015,Boîte d'Antiquité Orange Exclusive (Démon),Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange Exclusive. (Touchez la loupe pour savoir plus)
4403016,Boîte d'Antiquité Orange Exclusive (Ange),Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange Exclusive. (Touchez la loupe pour savoir plus)
4204002,Boîte de Ressources de Serviteur,Boîte à choix,"Boîte précieuse de Ressources de Serviteur, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Biscuit de Serviteur *4K, Biscuit Spiritueux *500, Cristal du Serviteur *200"
228,Boîte de Ressources Avancées,Boîte de Ressource,"À utiliser pour obtenir aléatoirement une des récompenses suivantes：「Pièce de Capsule Avancée *25, Sceau *7, Ticket du Distributeur *120, Pièce de Capsule Avancée *45, Sceau *13, Ticket du Distributeur *240, Ticket Avancé du Distributeur *20」"
229,Boîte Magique Bleu,Boîte de Ressource,"À utiliser pour obtenir aléatoirement une des récompenses suivantes：Plateau Repas *15K, Biscuit de Serviteur *6K, Biscuit Spiritueux *1K, Cristal du Serviteur *400, Plateau Repas *20K, Ciseau de Cristal *20K, Fragment d'Antiquité Orange Exclusif *50"
230,Boîte de Guilde,Boîte de Ressource,"À utiliser pour obtenir aléatoirement une des récompenses suivantes: Fragment d'Élite Ange 5 étoiles *50, Fragment d'Élite Démon 5 étoiles *50, Fragment d'Élite 5 étoiles *50, Fragment d'Ange *50, Fragment de Démon *50, Fragment de Fille 5 étoiles *50, Baguette Angélique *1, Robe Angélique *1, Ruban Angélique *1, Ailes Angéliques *1, Sceau *1, Capsule Avancée *1, Ticket du Distributeur Avancé *1, Gravure de Rune *1, Cristal de Divination *1, Jus d'EXP *200K, Ciseau de Cristal *100, Plateau Repas *150 et Ticket du Distributeur *2"
4202003,Boîte de Ressources Avancées,Boîte à choix,"À utiliser pour choisir d'obtenir une des récompenses suivantes：「Pièce de Capsule Avancée *8, Sceau *2, Ticket du Distributeur *35, Ticket Avancé du Distributeur *4」"
4201007,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir d'obtenir une des récompenses suivantes：「Jus d'Exp *600K, Plateau Repas *400, Ciseau de Cristal *400, Biscuit de Serviteur *250, Biscuit Spiritueux *30」"
7165,Promesse de Scout,Skin,Skin de Shina - Promesse de Scout
27165,Promesse de Scout,Skin,Skin de Shina - Promesse de Scout
231,Certificat d'Études,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Manuel d'Études"
7166,Violette Éphémère,Skin,Skin d'Izanami - Violette Éphémère
27166,Violette Éphémère,Skin,Skin d'Izanami - Violette Éphémère
7167,Robe Idyllique,Skin,Skin de Susan - Robe Idyllique
27167,Robe Idyllique,Skin,Skin de Susan - Robe Idyllique
930202,Éléanor 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
51015,Éléanor,,
651022,Éléanor,,
751015,Éléanor,,
930203,Lys 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
54015,Lys,,
654022,Lys,,
754015,Lys,,
4102018,Boîte de Fille 5 étoiles Ange/Démon,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4102019,Boîte de Fille Ange/Démon (Le Périple de Lavli-S6),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4101019,Boîte de Fille (Le Périple de Lavli-S6),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4302008,Boîte de Skin (Le Périple de Lavli-S6),Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4204003,Boîte de Ressources du Serviteur I,Boîte à choix,"Boîte précieuse de Ressources du Serviteur, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Biscuit du Serviteur *3,2K, Biscuit Spiritueux *400, Cristal du Serviteur *200"
4204004,Boîte de Ressources du Serviteur II,Boîte à choix,"Boîte précieuse de Ressources du Serviteur, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Biscuit du Serviteur *8K, Biscuit Spiritueux *1K, Cristal du Serviteur *500"
4204005,Boîte de Ressources du Serviteur III,Boîte à choix,"Boîte précieuse de Ressources de Serviteur, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Biscuit de Serviteur *32K, Biscuit Spiritueux *4K, Cristal du Serviteur *2000"
232,Perle,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement du Périple de Lavli"
7168,Bergère,Skin,Skin de Vera - Bergère
27168,Bergère,Skin,Skin de Vera - Bergère
7169,Amour Irrésistible,Skin,Skin de Fenrir - Amour Irrésistible
27169,Amour Irrésistible,Skin,Skin de Fenrir - Amour Irrésistible
234,Coupon d'Échange,Matériel d'Événement,"Matériel d'Événement, utilisable pour échanger des récompenses dans l'événement Cadeaux de la Rentrée."
20001058,Avatar d'Éléanor,Avatar Spécial,"Avatar Exclusif d'Éléanor, obtenable dans l'événement Avis d'admission"
233,Le 4ème Cadeau de la Rentrée,,Le 4ème Cadeau de la Rentrée sera débloqué après l'achat de ce pack
235,Circuit Magique,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Secret du Temps"
236,Pépite Temporelle,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Secret du Temps"
7170,Infirmière Rose,Skin,Skin d'Angel - Infirmière Rose
27170,Infirmière Rose,Skin,Skin d'Angel - Infirmière Rose
7171,Patiente Explosive,Skin,Skin d'Estelle - Patiente Explosive
27171,Patiente Explosive,Skin,Skin d'Estelle - Patiente Explosive
4101020,Boîte de Filles 5 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4201008,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir d'obtenir une des récompenses suivantes：「Jus d'Exp *2M, Plateau Repas *1500, Ciseau de Cristal *1500, Biscuit de Serviteur *900, Biscuit Spiritueux *120」"
4201009,Boîte de Ressources (Cité aux Trésors),Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：「Pièce d'Or *400K, Jus d'EXP *400K, Plateau Repas *300, Ciseau de Cristal *300, Biscuit de Serviteur *300, Biscuit Spiritueux *60, Cristal du Serviteur*30」"
20001059,Avatar de Lys,Avatar Spécial,Avatar Exclusif de Lys
7172,Doctoresse,Skin,Skin d'Ambre - Doctoresse
27172,Doctoresse,Skin,Skin d'Ambre - Doctoresse
4402003,Boîte d'Antiquité Orange,Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange (Touchez la loupe pour en savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
6725,Faux Mortelle,Antiquité,
6726,Faux Mortelle,Antiquité,
6727,Faux Mortelle,Antiquité,
6728,Faux Mortelle,Antiquité,
6729,Faux Mortelle,AntiquitéAntiquité,
6730,Faux Mortelle,Antiquité,
4203003,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *500K, Jus d'EXP *500K, Plateau Repas *360, Ciseau de Cristal *360"
4204006,Boîte de Ressources de Serviteur,Boîte à choix,"Boîte précieuse de Ressources de Serviteur, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Biscuit de Serviteur *1800, Biscuit Spiritueux *220, Cristal du Serviteur *100"
4205001,Boîte de Document Préparatoire,Boîte à choix,"Boite précieuse de Document Préparatoire, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Document Préparatoire* 1000, Document Préparatoire Avancé*200"
7173,Écolière Élite,Skin,Skin de Nia - Écolière Élite
27173,Écolière Élite,Skin,Skin de Nia - Écolière Élite
4204007,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Ciseau de Cristal *12000, Plateau Repas *12000, Biscuit de Serviteur *7200, Biscuit Spiritueux *900, Cristal du Serviteur*450"
4201010,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *25M, Jus d'EXP *25M, Ciseau de Cristal *20000, Plateau Repas *20000, Biscuit de Serviteur *20000, Biscuit Spiritueux *4000"
7174,Rose Épineuse,Skin,Skin de Vanessa - Rose Épineuse
27174,Rose Épineuse,Skin,Skin de Vanessa - Rose Épineuse
1900002,Arbalète de Chasse,Meuble,"Une arme tranchante, mais avant tout une œuvre d'art."
8054,Fleur d'Épine,Cadre d'Avatar,Obtenable dans la Reconstitution du Livre.
1130001,Carrelage de Cérémonie,Meuble,Pas de tâches acceptées sur ce sol de Cérémonie impeccable !
1130002,Mur de Cérémonie,Meuble,C'est une splendide salle de Cérémonie !
1130003,Gâteau de Serment,Meuble,"Un énorme gâteau donne toujours envie, j'espère que la surprise te plaît !"
1130004,Colonne Romaine,Meuble,Les grandes colonnes que l'on voit dans les panthéons !
1130005,Fleurs murales,Meuble,Ces fenêtres donnent un air plus chic à la salle de Cérémonie !
1130006,Table des Mariés,Meuble,Profitons de cet instant unique tous ensemble !
1130007,Table des Invités,Meuble,Profitons de cet instant unique tous ensemble !
1130008,Chaise de Cérémonie 1,Meuble,Partageons ce moment unique tous ensemble !
1130009,Chaise de Cérémonie 2,Meuble,Partageons ce moment unique tous ensemble !
1130010,Banc de Cérémonie 1,Meuble,Prennez donc part à cette Cérémonie solennelle~
1130011,Banc de Cérémonie 2,Meuble,Prennez donc part à cette Cérémonie solennelle~
1130012,Arche Fleurie (Rose),Meuble,Un pas vers l'Arche et votre amour sera florissant et éternel !
1130013,Arche Fleurie (Rouge),Meuble,Un pas vers l'Arche et votre amour sera florissant et éternel !
1130014,Colonne Fleurie (Rose),Meuble,Des colonnes en pleine floraison~
1130015,Colonne Fleurie (Rouge),Meuble,Des colonnes en pleine floraison~
1130016,Estrade de Cérémonie,Meuble,Montez sur l'estrade et prononcez vos vœux solennels !
1130017,Podium,Meuble,Prononçons nos vœux solennels...
1130018,Piano à Queue,Meuble,Voulez-vous jouer un morceau pour les nouveaux mariés ?
1130019,Tapis de Cérémonie,Meuble,Tout le long de l'allée jusqu'au Podium de Cérémonie !
1130020,Poteau de Guidage,Meuble,Vous ne pouvez pas passer par là !
1130021,Pièce Montée de Fruits,Meuble,Ces fruits sont savoureux !
1130022,Dessert,Meuble,"Si délicat, doux et sucré à la fois~"
1130023,Champagne,Meuble,Trinquons à nos jours heureux !
4102020,Boîte de Fille Ange/Démon (Le Périple de Lavli-S7),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4101021,Boîte de Fille (Le Périple de Lavli-S7),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4302009,Boîte de Skin (Le Périple de Lavli-S7),Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
237,Cristal Insolite,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement Aventure Insolite"
238,Capsule Insolite,Matériel d'Événement,À utiliser pour recruter des Filles Insolites dans Recrutement d'Aventure
239,Âme Insolite,Matériel d'Événement,"Matériel d'Événement, à utiliser pour améliorer le niveau des Filles Insolites dans l'événement Aventure Insolite"
9999998,Fille Insolite,Matériel d'Événement,"Matériel d'Événement, à utiliser pour invoquer les Filles Insolites dans l'événement Aventure Insolite"
241,Cube de Document Préparatoire,Coffre de Matériel,À utiliser pour obtenir Document Préparatoire *15K et Document Préparatoire Avancé *2K
4201011,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *5M, Jus d'EXP *5M, Plateau Repas *4000, Ciseau de Cristal *4000"
4204008,Boîte de Ressources de Serviteur,Boîte à choix,"Boîte précieuse de Ressources de Serviteur, vous pouvez choisir l'une des récompenses suivantes après son ouverture：Biscuit de Serviteur *5600, Biscuit Spiritueux *700, Cristal du Serviteur *350"
7175,Rose Éternelle,Skin,Skin de Rina - Rose Éternelle
27175,Rose Éternelle,Skin,Skin de Rina - Rose Éternelle
